frequency,raw
20.556729900270863,1.466694645316803
21.609348621934718,1.5971504820936602
22.715867267301046,1.6792893422864985
23.87904581176775,1.7517648071625338
25.101785556799086,1.8411512138429735
26.38713636660517,1.9522802599862246
27.738304275379384,2.0634093061294756
29.15865948406888,2.1431323174931123
30.65174476662384,2.2035285382231393
32.22128430669364,2.251845514807158
33.87119298681071,2.312241735537185
35.60558615323241,2.3726379562672157
37.42878988079678,2.4354500258264444
39.38109188535718,2.477485795454541
41.360052256982605,2.49343039772727
44.07410863812042,2.5465790719696955
46.75352848551445,2.5997277462121176
49.14756876460805,2.602143595041319
52.61094494408675,2.652876420454543
55.30491747187881,2.652876420454543
58.13683635262483,2.652876420454543
60.97520080591654,2.652876420454543
65.14942060218871,2.6515151515151487
69.08318550093257,2.652876420454543
72.62062821498505,2.652876420454543
76.33920763928717,2.652876420454543
80.45084869496803,2.6144912668350138
84.35735238230338,2.5997277462121176
89.4857320871004,2.5465790719696955
94.40063415019674,2.4993358059764255
98.88469723878855,2.4668560606060588
103.94814284052494,2.4112915375344315
109.27086497419864,2.348479467975203
114.86614003799808,2.2808357007575744
120.74792425542189,2.2059443870523374
126.93088848611065,2.1286372245179024
133.4304548191851,2.0368349690082646
140.26283504036732,1.9450327134986196
147.4450710688319,1.8411512138429735
154.99507746464798,1.7396855630165255
162.9316861128396,1.6213089703856696
171.2746931955163,1.5005165289256155
180.0449085692395,1.382139936294763
188.83508534080386,1.2577237215909065
198.68480575165083,1.1221946022727245
209.00762291970253,0.9824895156926381
219.70997382488403,0.8382288284631976
231.2413664214274,0.6863754734848442
244.88209395861267,0.5136422821969653
257.97386590534774,0.3556726115319826
270.9101170995063,0.215284951790629
284.782219448982,0.04859138257575424
299.36465047002855,-0.12051803546832218
314.693782935059,-0.2920433023416038
330.80785210441144,-0.48289535984848797
347.747051096072,-0.6809949638429806
365.55363113885863,-0.8694311725206632
384.27200695912427,-1.0626990788567525
403.94886756384483,-1.2535511363636402
424.63329269641457,-1.454066589187331
446.3768752556293,-1.6642454373278284
469.2338499831948,-1.8720084366391205
493.2612287407571,-2.0749397382920165
518.5189427138628,-2.2851185864325068
545.0699918975542,-2.4904657369146044
572.9806022364567,-2.674070247933887
602.3203908113109,-2.85767475895317
633.1625394839714,-3.019536630509645
665.5839774339962,-3.1693192579201117
699.6655730421224,-3.2973592458677743
735.4923355992397,-3.3964090478650206
773.1536273439848,-3.637993930785129
812.7433863578377,-3.8530044765840223
854.3603608736859,-3.7684497675619895
898.1083555822834,-3.6283305354683186
944.0964905509782,-3.4495577221074427
992.439473400502,-3.2055569903581294
1043.2578854187389,-2.8552589101239683
1096.6784823250944,-2.3648415977961434
1150.220666871243,-1.8089547821969738
1200.9126143668611,-1.2181186868686886
1253.838631910871,-0.6423413825757613
1312.0720642084898,-0.04973366477273089
1373.0100970430956,0.5242720170454511
1436.7783432074787,1.108907433712119
1503.5082494700935,1.6802556818181777
1569.770109856139,2.274930292508415
1635.2362021760212,2.859565709175083
1699.5702842212559,3.4501065340909065
1762.4303495335898,4.051350911458332
1827.615348299838,4.679169625946969
1895.2112701787566,5.310310132575754
1965.3072852304056,5.934807054924239
2042.627148846353,6.520918823653197
2137.495169941174,7.127028452134983
2246.9467920747347,7.416930311639117
2362.002945042392,7.276811079545453
2471.7040940469315,6.7925676031144775
2568.9468127235086,6.210515802556817
2663.961514928481,5.592662464488633
2756.226970472777,4.9990107548701275
2851.688010577545,4.4366787997159065
2970.6155334013038,3.8513790246212096
3115.6473250051804,3.3293140926308524
3275.1857691211926,2.930699035812669
3434.221074420342,2.7621264730639687
3626.4984783157406,2.8831873421717127
3787.2787682247204,3.308376736111107
3927.3545232181095,3.9056665990259702
4035.8008939750025,4.523709753787877
4128.456883263035,5.134919507575756
4213.664683865547,5.755430279356059
4290.880197702027,6.384672619047617
4359.603613309205,7.0863616635101
4419.3847884861825,7.675426136363633
4490.166353935117,8.306566642992422
4582.839527030197,8.961624053030299
4752.339779334891,9.272302212465565
4916.935548524667,8.625458688446969
4995.685965605977,7.958885732323228
5064.189436180065,7.232520517676765
5121.99268047637,6.559303977272727
5168.709952172561,5.948094223484848
5215.853328240787,5.297022964015149
5263.426695143811,4.645951704545453
5307.41669876109,3.774903987794609
5477.6027150531145,3.059084145021643
5520.398422043221,2.9097616792929273
5799.311165320082,2.914823457792206
5963.3142317736765,2.2064275568181806
6183.87252557735,1.5440018078512345
6500.52113770508,1.5802395402892522
6725.664609442429,2.2276870265151487
6848.912586600758,2.8588275331439377
6958.605853357139,3.5741201073232283
7054.025912703159,4.291627209595955
7134.541380823563,4.9648437499999964
7199.6149427960445,5.509617660984848
7265.282035346283,6.067678740530301
7348.208805298918,6.754182449494948
7568.275207065899,7.79501065340909
7589.301131378128,7.501216593013467
7812.645985164424,6.745324337121211
7883.90448316,6.047747987689391
7937.774558392318,5.284916877104372
8028.377235829645,4.499792850378785
8101.6034007235,3.755711410984844
8175.497455412212,2.97176846590909
8250.065491663387,2.187825520833332
8325.31365680709,1.4171697443181799
8401.248154242743,0.6996626420454533
8535.803872864826,-0.13742897727273018
8652.851300076367,-0.8283617424242458
8791.436734458975,-1.5259380918560623
8993.275053368741,-2.205798216540405
9334.370411388545,-2.7284268465909136
9714.828716322898,-2.4848287563131315
9915.334428639733,-1.9887744633838444
10074.13999239994,-1.3731356534090935
10235.489011175476,-0.6954900568181834
10375.843413977398,-0.031131628787882448
10518.12243008938,0.6155105744949481
10857.740334044138,1.2685950413223104
11182.911257999136,0.593365293560602
11284.909666857784,-0.017844460227276926
11387.838394769307,-0.722064393939398
11491.705927096815,-1.5458688446969724
11587.749857141114,-2.4493963068181834
11658.103783648654,-3.1934777462121247
11728.884857362122,-3.7781131628787925
11809.027369363235,-4.4424715909090935
11889.71748860135,-5.15997869318182
11943.816974399799,-5.904060132575761
12080.145083587267,-6.58502752130682
12351.878495384895,-7.342263257575766
12413.715145772103,-7.874990135732332
12785.484878651814,-6.683574021464651
12902.100228986097,-6.175708912037038
12990.259225771888,-5.412434895833336
13108.742305993295,-4.628491950757578
13228.306060591896,-3.751538825757578
13348.96034630935,-2.9011600378787925
13470.715109789842,-2.0507812500000036
13593.580388399996,-1.2004024621212146
13717.566311056507,-0.3633108428030347
13842.683099061082,0.4604936079545432
13968.941066942993,1.2577237215909065
14096.35062330959,1.9752308238636331
14224.922271704163,2.5997277462121176
14617.716246769382,3.60955255681818
14947.4219864649,2.84090909090909
15089.70525291859,2.1612511837121176
15227.337206748385,1.3374467329545432
15366.224490248147,0.4604936079545432
15506.37855317602,-0.4031723484848513
15647.810949722354,-1.1472537878787925
15862.381954449898,-1.8514737215909136
16153.06051223195,-2.456039891098488
16374.55976440664,-3.1669034090909136
16523.910769989878,-3.84454900568182
16674.6239937451,-4.52219460227273
16903.27519839522,-5.166622277462125
17291.34927014968,-5.713610716540405
17971.63208258887,-6.181882747933891
18636.328316083167,-6.491352982954545
18934.81069667816,-7.113192471590914
19107.513539305102,-7.711115056818187
19281.791590278644,-8.402047821969703
19457.6592169439,-9.199277935606062
19635.130917689345,-10.009795217803031
19814.221323141945,-10.727302320075765
